,age_start,age_end,sex,race_ethnicity,relationship,proportion
496,18,19,Female,Latino,Adopted child,0.008600397327596711
497,18,19,Female,Latino,Biological child,0.1431191354370334
498,18,19,Female,Latino,Child-in-law,0.06809130887752368
499,18,19,Female,Latino,Foster child,0.0061810576506609255
500,18,19,Female,Latino,Grandchild,0.1312673078787612
501,18,19,Female,Latino,Opp-sex partner,0.03265832111075187
502,18,19,Female,Latino,Opp-sex spouse,0.009294236734208594
503,18,19,Female,Latino,Other nonrelative,0.17915078381159863
504,18,19,Female,Latino,Other relative,0.13903981309262642
505,18,19,Female,Latino,Parent,0.0
506,18,19,Female,Latino,Parent-in-law,0.0
507,18,19,Female,Latino,Roommate,0.1732357033722004
508,18,19,Female,Latino,Same-sex partner,0.001942065086481147
509,18,19,Female,Latino,Same-sex spouse,0.00031615013035739595
510,18,19,Female,Latino,Sibling,0.07354745773097993
511,18,19,Female,Latino,Stepchild,0.03355626175921974
512,18,19,Female,Multiracial or Other,Adopted child,0.010659629490093046
513,18,19,Female,Multiracial or Other,Biological child,0.15188736271492695
514,18,19,Female,Multiracial or Other,Child-in-law,0.02920111924431454
515,18,19,Female,Multiracial or Other,Foster child,0.007652055760872681
516,18,19,Female,Multiracial or Other,Grandchild,0.15487609579394734
517,18,19,Female,Multiracial or Other,Opp-sex partner,0.040573991135083566
518,18,19,Female,Multiracial or Other,Opp-sex spouse,0.011561170018404352
519,18,19,Female,Multiracial or Other,Other nonrelative,0.19830497538199351
520,18,19,Female,Multiracial or Other,Other relative,0.10499927319721868
521,18,19,Female,Multiracial or Other,Parent,0.0
522,18,19,Female,Multiracial or Other,Parent-in-law,0.0
523,18,19,Female,Multiracial or Other,Roommate,0.18882244726126318
524,18,19,Female,Multiracial or Other,Same-sex partner,0.0024042471649506026
525,18,19,Female,Multiracial or Other,Same-sex spouse,0.0003913890733640515
526,18,19,Female,Multiracial or Other,Sibling,0.057194439116608986
527,18,19,Female,Multiracial or Other,Stepchild,0.04147180464695844
528,18,19,Female,NHOPI,Adopted child,0.010659629490093046
529,18,19,Female,NHOPI,Biological child,0.15188736271492695
530,18,19,Female,NHOPI,Child-in-law,0.02920111924431454
531,18,19,Female,NHOPI,Foster child,0.007652055760872681
532,18,19,Female,NHOPI,Grandchild,0.15487609579394734
533,18,19,Female,NHOPI,Opp-sex partner,0.040573991135083566
534,18,19,Female,NHOPI,Opp-sex spouse,0.011561170018404352
535,18,19,Female,NHOPI,Other nonrelative,0.19830497538199351
536,18,19,Female,NHOPI,Other relative,0.10499927319721868
537,18,19,Female,NHOPI,Parent,0.0
538,18,19,Female,NHOPI,Parent-in-law,0.0
539,18,19,Female,NHOPI,Roommate,0.18882244726126318
540,18,19,Female,NHOPI,Same-sex partner,0.0024042471649506026
541,18,19,Female,NHOPI,Same-sex spouse,0.0003913890733640515
542,18,19,Female,NHOPI,Sibling,0.057194439116608986
543,18,19,Female,NHOPI,Stepchild,0.04147180464695844
544,18,19,Female,White,Adopted child,0.008938359339496809
545,18,19,Female,White,Biological child,0.141843810049758
546,18,19,Female,White,Child-in-law,0.02255150726682633
547,18,19,Female,White,Foster child,0.0064224779858480996
548,18,19,Female,White,Grandchild,0.13751539468453466
549,18,19,Female,White,Opp-sex partner,0.052830259413007966
550,18,19,Female,White,Opp-sex spouse,0.016898838394509657
551,18,19,Female,White,Other nonrelative,0.22629384063727148
552,18,19,Female,White,Other relative,0.08662908331696798
553,18,19,Female,White,Parent,0.0
554,18,19,Female,White,Parent-in-law,0.0
555,18,19,Female,White,Roommate,0.20875389477730993
556,18,19,Female,White,Same-sex partner,0.002017918448580666
557,18,19,Female,White,Same-sex spouse,0.0003284983520945271
558,18,19,Female,White,Sibling,0.054140287335777186
559,18,19,Female,White,Stepchild,0.03483582999801669
560,18,19,Male,AIAN,Adopted child,0.007621787217035179
561,18,19,Male,AIAN,Biological child,0.20419804398734992
562,18,19,Male,AIAN,Child-in-law,0.014031900736106639
563,18,19,Male,AIAN,Foster child,0.006029456774500167
564,18,19,Male,AIAN,Grandchild,0.18010773821365508
565,18,19,Male,AIAN,Opp-sex partner,0.016259488524535976
566,18,19,Male,AIAN,Opp-sex spouse,0.005677004186429176
567,18,19,Male,AIAN,Other nonrelative,0.19438213832290424
568,18,19,Male,AIAN,Other relative,0.13045327082127006
569,18,19,Male,AIAN,Parent,0.0
570,18,19,Male,AIAN,Parent-in-law,0.0
571,18,19,Male,AIAN,Roommate,0.12738949537183472
572,18,19,Male,AIAN,Same-sex partner,0.0018944326608815766
573,18,19,Male,AIAN,Same-sex spouse,0.00030839601456211704
574,18,19,Male,AIAN,Sibling,0.05688487032598118
575,18,19,Male,AIAN,Stepchild,0.05476197684295397
576,18,19,Male,Asian,Adopted child,0.007621787217035179
577,18,19,Male,Asian,Biological child,0.20419804398734992
578,18,19,Male,Asian,Child-in-law,0.014031900736106639
579,18,19,Male,Asian,Foster child,0.006029456774500167
580,18,19,Male,Asian,Grandchild,0.18010773821365508
581,18,19,Male,Asian,Opp-sex partner,0.016259488524535976
582,18,19,Male,Asian,Opp-sex spouse,0.005677004186429176
583,18,19,Male,Asian,Other nonrelative,0.19438213832290424
584,18,19,Male,Asian,Other relative,0.13045327082127006
585,18,19,Male,Asian,Parent,0.0
586,18,19,Male,Asian,Parent-in-law,0.0
587,18,19,Male,Asian,Roommate,0.12738949537183472
588,18,19,Male,Asian,Same-sex partner,0.0018944326608815766
589,18,19,Male,Asian,Same-sex spouse,0.00030839601456211704
590,18,19,Male,Asian,Sibling,0.05688487032598118
591,18,19,Male,Asian,Stepchild,0.05476197684295397
592,18,19,Male,Black,Adopted child,0.005566742713156472
593,18,19,Male,Black,Biological child,0.16733276339868325
594,18,19,Male,Black,Child-in-law,0.01031019869807591
595,18,19,Male,Black,Foster child,0.00440374857077118
596,18,19,Male,Black,Grandchild,0.23496272953695566
597,18,19,Male,Black,Opp-sex partner,0.011999493692098993
598,18,19,Male,Black,Opp-sex spouse,0.004146326942417124
599,18,19,Male,Black,Other nonrelative,0.16470851661220381
600,18,19,Male,Black,Other relative,0.22096139368575646
601,18,19,Male,Black,Parent,0.0
602,18,19,Male,Black,Parent-in-law,0.0
603,18,19,Male,Black,Roommate,0.09300697322943074
604,18,19,Male,Black,Same-sex partner,0.0013836412524030537
605,18,19,Male,Black,Same-sex spouse,0.00022524392480979943
606,18,19,Male,Black,Sibling,0.041320106661496596
607,18,19,Male,Black,Stepchild,0.03967212108174091
608,18,19,Male,Latino,Adopted child,0.008674165501767625
609,18,19,Male,Latino,Biological child,0.26153240051473103
610,18,19,Male,Latino,Child-in-law,0.015937897022512575
611,18,19,Male,Latino,Foster child,0.006861974030300071
612,18,19,Male,Latino,Grandchild,0.11075249196652022
613,18,19,Male,Latino,Opp-sex partner,0.018441274080634906
614,18,19,Male,Latino,Opp-sex spouse,0.006460856550449545
615,18,19,Male,Latino,Other nonrelative,0.15274902573145402
616,18,19,Male,Latino,Other relative,0.1707000925366776
617,18,19,Male,Latino,Parent,0.0
618,18,19,Male,Latino,Parent-in-law,0.0
619,18,19,Male,Latino,Roommate,0.09819224825177145
620,18,19,Male,Latino,Same-sex partner,0.0021560064541965777
621,18,19,Male,Latino,Same-sex spouse,0.0003509777948692103
622,18,19,Male,Latino,Sibling,0.08470185912020384
623,18,19,Male,Latino,Stepchild,0.06248873044391123
624,18,19,Male,Multiracial or Other,Adopted child,0.006247036709228851
625,18,19,Male,Multiracial or Other,Biological child,0.30327743528075346
626,18,19,Male,Multiracial or Other,Child-in-law,0.01154217860499166
627,18,19,Male,Multiracial or Other,Foster child,0.004941916736119933
628,18,19,Male,Multiracial or Other,Grandchild,0.19333747761925058
629,18,19,Male,Multiracial or Other,Opp-sex partner,0.013409629610121161
630,18,19,Male,Multiracial or Other,Opp-sex spouse,0.004653036425866576
631,18,19,Male,Multiracial or Other,Other nonrelative,0.15881764286627542
632,18,19,Male,Multiracial or Other,Other relative,0.10643893822064654
633,18,19,Male,Multiracial or Other,Parent,0.0
634,18,19,Male,Multiracial or Other,Parent-in-law,0.0
635,18,19,Male,Multiracial or Other,Roommate,0.10438885198787803
636,18,19,Male,Multiracial or Other,Same-sex partner,0.0015527316676117956
637,18,19,Male,Multiracial or Other,Same-sex spouse,0.0002527702714716876
638,18,19,Male,Multiracial or Other,Sibling,0.04647274563262821
639,18,19,Male,Multiracial or Other,Stepchild,0.04466760836715603
640,18,19,Male,NHOPI,Adopted child,0.007621787217035179
641,18,19,Male,NHOPI,Biological child,0.20419804398734992
642,18,19,Male,NHOPI,Child-in-law,0.014031900736106639
643,18,19,Male,NHOPI,Foster child,0.006029456774500167
644,18,19,Male,NHOPI,Grandchild,0.18010773821365508
645,18,19,Male,NHOPI,Opp-sex partner,0.016259488524535976
646,18,19,Male,NHOPI,Opp-sex spouse,0.005677004186429176
647,18,19,Male,NHOPI,Other nonrelative,0.19438213832290424
648,18,19,Male,NHOPI,Other relative,0.13045327082127006
649,18,19,Male,NHOPI,Parent,0.0
650,18,19,Male,NHOPI,Parent-in-law,0.0
651,18,19,Male,NHOPI,Roommate,0.12738949537183472
652,18,19,Male,NHOPI,Same-sex partner,0.0018944326608815766
653,18,19,Male,NHOPI,Same-sex spouse,0.00030839601456211704
654,18,19,Male,NHOPI,Sibling,0.05688487032598118
655,18,19,Male,NHOPI,Stepchild,0.05476197684295397
656,18,19,Male,White,Adopted child,0.007275371981703621
657,18,19,Male,White,Biological child,0.18147887633806722
658,18,19,Male,White,Child-in-law,0.01340451609846166
659,18,19,Male,White,Foster child,0.005755414003692873
660,18,19,Male,White,Grandchild,0.19451267773912526
661,18,19,Male,White,Opp-sex partner,0.015541340695159262
662,18,19,Male,White,Opp-sex spouse,0.005418980617255711
663,18,19,Male,White,Other nonrelative,0.22447180704623146
664,18,19,Male,White,Other relative,0.09383454273880489
665,18,19,Male,White,Parent,0.0
666,18,19,Male,White,Parent-in-law,0.0
667,18,19,Male,White,Roommate,0.14992758232460762
668,18,19,Male,White,Same-sex partner,0.0018083294520997442
669,18,19,Male,White,Same-sex spouse,0.00029437921313251646
670,18,19,Male,White,Sibling,0.05468873521467506
671,18,19,Male,White,Stepchild,0.051587446536983064
672,19,20,Female,AIAN,Adopted child,0.012769263104936009
673,19,20,Female,AIAN,Biological child,0.27055044419744667
674,19,20,Female,AIAN,Child-in-law,0.018858342232036633
675,19,20,Female,AIAN,Foster child,0.0014540033601202608
676,19,20,Female,AIAN,Grandchild,0.08144725127472685
677,19,20,Female,AIAN,Opp-sex partner,0.05295449477004412
678,19,20,Female,AIAN,Opp-sex spouse,0.01923262780006625
679,19,20,Female,AIAN,Other nonrelative,0.1303018420627994
680,19,20,Female,AIAN,Other relative,0.05991904962704228
681,19,20,Female,AIAN,Parent,0.0
682,19,20,Female,AIAN,Parent-in-law,0.0
683,19,20,Female,AIAN,Roommate,0.2859171076886713
684,19,20,Female,AIAN,Same-sex partner,0.0037225989641633188
685,19,20,Female,AIAN,Same-sex spouse,0.0001051086766351996
686,19,20,Female,AIAN,Sibling,0.029298115256462146
687,19,20,Female,AIAN,Stepchild,0.03346975098484939
688,19,20,Female,Asian,Adopted child,0.010941509399441936
689,19,20,Female,Asian,Biological child,0.26061243696513675
690,19,20,Female,Asian,Child-in-law,0.016153744114551023
691,19,20,Female,Asian,Foster child,0.0012478451106503815
692,19,20,Female,Asian,Grandchild,0.06996178468915236
693,19,20,Female,Asian,Opp-sex partner,0.04533164005967045
694,19,20,Female,Asian,Opp-sex spouse,0.016447346165455946
695,19,20,Female,Asian,Other nonrelative,0.11181114715979415
696,19,20,Female,Asian,Other relative,0.05142908172177284
697,19,20,Female,Asian,Parent,0.0
698,19,20,Female,Asian,Parent-in-law,0.0
699,19,20,Female,Asian,Roommate,0.35889106747275357
700,19,20,Female,Asian,Same-sex partner,0.003194784168833808
701,19,20,Female,Asian,Same-sex spouse,9.020567064942518e-05
702,19,20,Female,Asian,Sibling,0.025173809667503495
703,19,20,Female,Asian,Stepchild,0.028713597634633947
704,19,20,Female,Black,Adopted child,0.009037558024757014
705,19,20,Female,Black,Biological child,0.3644918864757078
706,19,20,Female,Black,Child-in-law,0.013336392339594648
707,19,20,Female,Black,Foster child,0.0010330926551709867
708,19,20,Female,Black,Grandchild,0.14663983784009085
709,19,20,Female,Black,Opp-sex partner,0.03739098606028193
710,19,20,Female,Black,Opp-sex spouse,0.013545942054708921
711,19,20,Female,Black,Other nonrelative,0.09254961983132103
712,19,20,Female,Black,Other relative,0.06766524745256701
713,19,20,Female,Black,Parent,0.0
714,19,20,Female,Black,Parent-in-law,0.0
715,19,20,Female,Black,Roommate,0.20695304110933121
716,19,20,Female,Black,Same-sex partner,0.002644966135226924
717,19,20,Female,Black,Same-sex spouse,7.468139675934845e-05
718,19,20,Female,Black,Sibling,0.020877578157653728
719,19,20,Female,Black,Stepchild,0.023759170466828537
720,19,20,Female,Latino,Adopted child,0.011941851687250973
721,19,20,Female,Latino,Biological child,0.3108967651438223
722,19,20,Female,Latino,Child-in-law,0.049772923380428845
723,19,20,Female,Latino,Foster child,0.001360676907721142
724,19,20,Female,Latino,Grandchild,0.0597052829388255
725,19,20,Female,Latino,Opp-sex partner,0.05483200278345298
726,19,20,Female,Latino,Opp-sex spouse,0.017971750853661962
727,19,20,Female,Latino,Other nonrelative,0.14564941373412302
728,19,20,Female,Latino,Other relative,0.08573803832418098
729,19,20,Female,Latino,Parent,0.0
730,19,20,Female,Latino,Parent-in-law,0.0
731,19,20,Female,Latino,Roommate,0.19980152950132304
732,19,20,Female,Latino,Same-sex partner,0.0034836607577197923
733,19,20,Female,Latino,Same-sex spouse,9.836218610032354e-05
734,19,20,Female,Latino,Sibling,0.027431069198874773
735,19,20,Female,Latino,Stepchild,0.031316672602514375
736,19,20,Female,Multiracial or Other,Adopted child,0.014532109060354934
737,19,20,Female,Multiracial or Other,Biological child,0.3158943308267943
738,19,20,Female,Multiracial or Other,Child-in-law,0.021466892938112082
739,19,20,Female,Multiracial or Other,Foster child,0.0016528407874408244
740,19,20,Female,Multiracial or Other,Grandchild,0.09252487171505797
741,19,20,Female,Multiracial or Other,Opp-sex partner,0.060306637018843215
742,19,20,Female,Multiracial or Other,Opp-sex spouse,0.02191899217001315
743,19,20,Female,Multiracial or Other,Other nonrelative,0.14813591691427225
744,19,20,Female,Multiracial or Other,Other relative,0.06810753387937543
745,19,20,Female,Multiracial or Other,Parent,0.0
746,19,20,Female,Multiracial or Other,Parent-in-law,0.0
747,19,20,Female,Multiracial or Other,Roommate,0.1797757443130165
748,19,20,Female,Multiracial or Other,Same-sex partner,0.004231670690737051
749,19,20,Female,Multiracial or Other,Same-sex spouse,0.00011948246656198732
750,19,20,Female,Multiracial or Other,Sibling,0.033275968994450046
751,19,20,Female,Multiracial or Other,Stepchild,0.038057008224970226
752,19,20,Female,NHOPI,Adopted child,0.012769263104936009
753,19,20,Female,NHOPI,Biological child,0.27055044419744667
754,19,20,Female,NHOPI,Child-in-law,0.018858342232036633
755,19,20,Female,NHOPI,Foster child,0.0014540033601202608
756,19,20,Female,NHOPI,Grandchild,0.08144725127472685
757,19,20,Female,NHOPI,Opp-sex partner,0.05295449477004412
758,19,20,Female,NHOPI,Opp-sex spouse,0.01923262780006625
759,19,20,Female,NHOPI,Other nonrelative,0.1303018420627994
760,19,20,Female,NHOPI,Other relative,0.05991904962704228
761,19,20,Female,NHOPI,Parent,0.0
762,19,20,Female,NHOPI,Parent-in-law,0.0
763,19,20,Female,NHOPI,Roommate,0.2859171076886713
764,19,20,Female,NHOPI,Same-sex partner,0.0037225989641633188
765,19,20,Female,NHOPI,Same-sex spouse,0.0001051086766351996
766,19,20,Female,NHOPI,Sibling,0.029298115256462146
767,19,20,Female,NHOPI,Stepchild,0.03346975098484939
768,19,20,Female,White,Adopted child,0.01194336856545317
769,19,20,Female,White,Biological child,0.23835615273159716
770,19,20,Female,White,Child-in-law,0.01118687454762177
771,19,20,Female,White,Foster child,0.0014821708534245486
772,19,20,Female,White,Grandchild,0.07098476764234053
773,19,20,Female,White,Opp-sex partner,0.060043274303622655
774,19,20,Female,White,Opp-sex spouse,0.02282597040054871
775,19,20,Female,White,Other nonrelative,0.13978227787959488
776,19,20,Female,White,Other relative,0.0479543949653261
777,19,20,Female,White,Parent,0.0
778,19,20,Female,White,Parent-in-law,0.0
779,19,20,Female,White,Roommate,0.33042734445545213
780,19,20,Female,White,Same-sex partner,0.0037947145343700797
781,19,20,Female,White,Same-sex spouse,0.0001071448809704493
782,19,20,Female,White,Sibling,0.025117674925567855
783,19,20,Female,White,Stepchild,0.035993869314109916
784,19,20,Male,AIAN,Adopted child,0.008612649492672547
785,19,20,Male,AIAN,Biological child,0.32853253967982204
786,19,20,Male,AIAN,Child-in-law,0.01128567141021342
787,19,20,Male,AIAN,Foster child,0.0008338256880819712
788,19,20,Male,AIAN,Grandchild,0.10189345670925772
789,19,20,Male,AIAN,Opp-sex partner,0.023991700033727404
790,19,20,Male,AIAN,Opp-sex spouse,0.006637955703616417
791,19,20,Male,AIAN,Other nonrelative,0.13149138724287887
792,19,20,Male,AIAN,Other relative,0.0639862804603841
793,19,20,Male,AIAN,Parent,0.0
794,19,20,Male,AIAN,Parent-in-law,0.0
795,19,20,Male,AIAN,Roommate,0.249931675663437
796,19,20,Male,AIAN,Same-sex partner,0.0021347946833423963
797,19,20,Male,AIAN,Same-sex spouse,6.0276555764961785e-05
798,19,20,Male,AIAN,Sibling,0.03862053460902728
799,19,20,Male,AIAN,Stepchild,0.03198725206777382
800,19,20,Male,Asian,Adopted child,0.00553338629433344
801,19,20,Male,Asian,Biological child,0.307771139016171
802,19,20,Male,Asian,Child-in-law,0.007271275628752504
803,19,20,Male,Asian,Foster child,0.0005441979967424769
804,19,20,Male,Asian,Grandchild,0.06479081166698905
805,19,20,Male,Asian,Opp-sex partner,0.015582009343730023
806,19,20,Male,Asian,Opp-sex spouse,0.004332275016236043
807,19,20,Male,Asian,Other nonrelative,0.08385470919483373
808,19,20,Male,Asian,Other relative,0.04077162676327394
809,19,20,Male,Asian,Parent,0.0
810,19,20,Male,Asian,Parent-in-law,0.0
811,19,20,Male,Asian,Roommate,0.4231575401559672
812,19,20,Male,Asian,Same-sex partner,0.0013932780037081486
813,19,20,Male,Asian,Same-sex spouse,3.933961422234772e-05
814,19,20,Male,Asian,Sibling,0.02454237075841436
815,19,20,Male,Asian,Stepchild,0.020416040546625727
816,19,20,Male,Black,Adopted child,0.007602386748328391
817,19,20,Male,Black,Biological child,0.41691773133679844
818,19,20,Male,Black,Child-in-law,0.00996860158566281
819,19,20,Male,Black,Foster child,0.000738801574556201
820,19,20,Male,Black,Grandchild,0.13487273382286805
821,19,20,Male,Black,Opp-sex partner,0.02123257242041099
822,19,20,Male,Black,Opp-sex spouse,0.0058814836191326495
823,19,20,Male,Black,Other nonrelative,0.10580058431403537
824,19,20,Male,Black,Other relative,0.08953054958647383
825,19,20,Male,Black,Parent,0.0
826,19,20,Male,Black,Parent-in-law,0.0
827,19,20,Male,Black,Roommate,0.14331698360877426
828,19,20,Male,Black,Same-sex partner,0.0018915100553396713
829,19,20,Male,Black,Same-sex spouse,5.340734273900249e-05
830,19,20,Male,Black,Sibling,0.03400173129407459
831,19,20,Male,Black,Stepchild,0.028190922690805753
832,19,20,Male,Latino,Adopted child,0.00798617765638844
833,19,20,Male,Latino,Biological child,0.4000882193867338
834,19,20,Male,Latino,Child-in-law,0.010468945725154312
835,19,20,Male,Latino,Foster child,0.0007749003358436929
836,19,20,Male,Latino,Grandchild,0.09861628980636461
837,19,20,Male,Latino,Opp-sex partner,0.022280740322393036
838,19,20,Male,Latino,Opp-sex spouse,0.00616886020371952
839,19,20,Male,Latino,Other nonrelative,0.11364796543029011
840,19,20,Male,Latino,Other relative,0.07849625469044616
841,19,20,Male,Latino,Parent,0.0
842,19,20,Male,Latino,Parent-in-law,0.0
843,19,20,Male,Latino,Roommate,0.1829149820848923
844,19,20,Male,Latino,Same-sex partner,0.0019839315827323467
845,19,20,Male,Latino,Same-sex spouse,5.6016891747736845e-05
846,19,20,Male,Latino,Sibling,0.04688359490853116
847,19,20,Male,Latino,Stepchild,0.029633120974762794
848,19,20,Male,Multiracial or Other,Adopted child,0.0063736316044859746
849,19,20,Male,Multiracial or Other,Biological child,0.3833897360188339
850,19,20,Male,Multiracial or Other,Child-in-law,0.008366689647091781
851,19,20,Male,Multiracial or Other,Foster child,0.0006232281126291882
852,19,20,Male,Multiracial or Other,Grandchild,0.16122694045045877
853,19,20,Male,Multiracial or Other,Opp-sex partner,0.017876755797501497
854,19,20,Male,Multiracial or Other,Opp-sex spouse,0.004961421390599229
855,19,20,Male,Multiracial or Other,Other nonrelative,0.09685352453849454
856,19,20,Male,Multiracial or Other,Other relative,0.04710630916295793
857,19,20,Male,Multiracial or Other,Parent,0.0
858,19,20,Male,Multiracial or Other,Parent-in-law,0.0
859,19,20,Male,Multiracial or Other,Roommate,0.2196236251997464
860,19,20,Male,Multiracial or Other,Same-sex partner,0.0015956141437795481
861,19,20,Male,Multiracial or Other,Same-sex spouse,4.505263464789312e-05
862,19,20,Male,Multiracial or Other,Sibling,0.02838394934198958
863,19,20,Male,Multiracial or Other,Stepchild,0.02357352195678377
864,19,20,Male,NHOPI,Adopted child,0.008612649492672547
865,19,20,Male,NHOPI,Biological child,0.32853253967982204
866,19,20,Male,NHOPI,Child-in-law,0.01128567141021342
867,19,20,Male,NHOPI,Foster child,0.0008338256880819712
868,19,20,Male,NHOPI,Grandchild,0.10189345670925772
869,19,20,Male,NHOPI,Opp-sex partner,0.023991700033727404
870,19,20,Male,NHOPI,Opp-sex spouse,0.006637955703616417
871,19,20,Male,NHOPI,Other nonrelative,0.13149138724287887
872,19,20,Male,NHOPI,Other relative,0.0639862804603841
873,19,20,Male,NHOPI,Parent,0.0
874,19,20,Male,NHOPI,Parent-in-law,0.0
875,19,20,Male,NHOPI,Roommate,0.249931675663437
876,19,20,Male,NHOPI,Same-sex partner,0.0021347946833423963
877,19,20,Male,NHOPI,Same-sex spouse,6.0276555764961785e-05
878,19,20,Male,NHOPI,Sibling,0.03862053460902728
879,19,20,Male,NHOPI,Stepchild,0.03198725206777382
880,19,20,Male,White,Adopted child,0.009305370762106689
881,19,20,Male,White,Biological child,0.283310072414118
882,19,20,Male,White,Child-in-law,0.010281284693560669
883,19,20,Male,White,Foster child,0.000761360974651651
884,19,20,Male,White,Grandchild,0.09772300485911663
885,19,20,Male,White,Opp-sex partner,0.0281352555848108
886,19,20,Male,White,Opp-sex spouse,0.006061075469892512
887,19,20,Male,White,Other nonrelative,0.148349665714795
888,19,20,Male,White,Other relative,0.05529033574363451
889,19,20,Male,White,Parent,0.0
890,19,20,Male,White,Parent-in-law,0.0
891,19,20,Male,White,Roommate,0.2847604295395958
892,19,20,Male,White,Same-sex partner,0.0019492675555840466
893,19,20,Male,White,Same-sex spouse,5.503814274590249e-05
894,19,20,Male,White,Sibling,0.03538389243636089
895,19,20,Male,White,Stepchild,0.038633946109026915
896,20,21,Female,AIAN,Adopted child,0.009765311635092432
897,20,21,Female,AIAN,Biological child,0.243166677389656
898,20,21,Female,AIAN,Child-in-law,0.018339786787104826
899,20,21,Female,AIAN,Foster child,0.0006695728109481929
900,20,21,Female,AIAN,Grandchild,0.05734224951311455
901,20,21,Female,AIAN,Opp-sex partner,0.06738836175709564
902,20,21,Female,AIAN,Opp-sex spouse,0.02374096542965707
903,20,21,Female,AIAN,Other nonrelative,0.12033201210784673
904,20,21,Female,AIAN,Other relative,0.050363398850283125
905,20,21,Female,AIAN,Parent,0.0
906,20,21,Female,AIAN,Parent-in-law,0.0
907,20,21,Female,AIAN,Roommate,0.3554186763958867
908,20,21,Female,AIAN,Same-sex partner,0.004872475312424185
909,20,21,Female,AIAN,Same-sex spouse,0.0005240135042203249
910,20,21,Female,AIAN,Sibling,0.02651042337789916
911,20,21,Female,AIAN,Stepchild,0.02156607512877106
912,20,21,Female,Asian,Adopted child,0.005803670220952587
913,20,21,Female,Asian,Biological child,0.19747424405284236
914,20,21,Female,Asian,Child-in-law,0.010782168360035316
915,20,21,Female,Asian,Foster child,0.000395150836271265
916,20,21,Female,Asian,Grandchild,0.03419715616472755
917,20,21,Female,Asian,Opp-sex partner,0.03965422217291945
918,20,21,Female,Asian,Opp-sex spouse,0.013907939119095901
919,20,21,Female,Asian,Other nonrelative,0.1338830976709295
920,20,21,Female,Asian,Other relative,0.029883035529308554
921,20,21,Female,Asian,Parent,0.0
922,20,21,Female,Asian,Parent-in-law,0.0
923,20,21,Female,Asian,Roommate,0.5021925245657668
924,20,21,Female,Asian,Same-sex partner,0.0028612897426015214
925,20,21,Female,Asian,Same-sex spouse,0.00030924848056012043
926,20,21,Female,Asian,Sibling,0.015803911865926487
927,20,21,Female,Asian,Stepchild,0.012852341218062592
928,20,21,Female,Black,Adopted child,0.008560511856094005
929,20,21,Female,Black,Biological child,0.30691566093182254
930,20,21,Female,Black,Child-in-law,0.0160413920790978
931,20,21,Female,Black,Foster child,0.0005861166199743092
932,20,21,Female,Black,Grandchild,0.11824277244201951
933,20,21,Female,Black,Opp-sex partner,0.05895395863924255
934,20,21,Female,Black,Opp-sex spouse,0.020750582310594283
935,20,21,Female,Black,Other nonrelative,0.0929873802096357
936,20,21,Female,Black,Other relative,0.08711719229190176
937,20,21,Female,Black,Parent,0.0
938,20,21,Female,Black,Parent-in-law,0.0
939,20,21,Female,Black,Roommate,0.2429544067484335
940,20,21,Female,Black,Same-sex partner,0.004260841072877358
941,20,21,Female,Black,Same-sex spouse,0.0004586999634581551
942,20,21,Female,Black,Sibling,0.023254398434997017
943,20,21,Female,Black,Stepchild,0.018916086399851484
944,20,21,Female,Latino,Adopted child,0.010605307032714064
945,20,21,Female,Latino,Biological child,0.32369838914367277
946,20,21,Female,Latino,Child-in-law,0.0423646507984257
947,20,21,Female,Latino,Foster child,0.0007277590859748138
948,20,21,Female,Latino,Grandchild,0.05221613651965941
949,20,21,Female,Latino,Opp-sex partner,0.05597945444002884
950,20,21,Female,Latino,Opp-sex spouse,0.025825882556118493
951,20,21,Female,Latino,Other nonrelative,0.12344318450866618
952,20,21,Female,Latino,Other relative,0.07535114572236135
953,20,21,Female,Latino,Parent,0.0
954,20,21,Female,Latino,Parent-in-law,0.0
955,20,21,Female,Latino,Roommate,0.22323928441298627
956,20,21,Female,Latino,Same-sex partner,0.005298911217336498
957,20,21,Female,Latino,Same-sex spouse,0.0005695505890237673
958,20,21,Female,Latino,Sibling,0.03726667687209146
959,20,21,Female,Latino,Stepchild,0.023413667100940345
960,20,21,Female,Multiracial or Other,Adopted child,0.008968134681896528
961,20,21,Female,Multiracial or Other,Biological child,0.31861698802514854
962,20,21,Female,Multiracial or Other,Child-in-law,0.01681901355789657
963,20,21,Female,Multiracial or Other,Foster child,0.000614352555886772
964,20,21,Female,Multiracial or Other,Grandchild,0.05268490320232186
965,20,21,Female,Multiracial or Other,Opp-sex partner,0.06180759077625076
966,20,21,Female,Multiracial or Other,Opp-sex spouse,0.021762325927547795
967,20,21,Female,Multiracial or Other,Other nonrelative,0.12514008684410904
968,20,21,Female,Multiracial or Other,Other relative,0.04624226028648242
969,20,21,Female,Multiracial or Other,Parent,0.0
970,20,21,Female,Multiracial or Other,Parent-in-law,0.0
971,20,21,Female,Multiracial or Other,Roommate,0.29822708900049655
972,20,21,Female,Multiracial or Other,Same-sex partner,0.004467776775564222
973,20,21,Female,Multiracial or Other,Same-sex spouse,0.0004807976524331259
974,20,21,Female,Multiracial or Other,Sibling,0.024356017222386096
975,20,21,Female,Multiracial or Other,Stepchild,0.019812663491579702
976,20,21,Female,NHOPI,Adopted child,0.009765311635092432
